site_id,model_family,rmse,mae,n
12232,Deep Context LSTM (Always TL),1.0996047258377075,0.8806312084197998,37
12232,Site-Hard Expert Selector,1.0996047258377075,0.8806312084197998,37
12242,Random Forest,1.242806450391005,0.9368863402860239,37
12242,Context-Aware Selective Learning,1.3545832633972168,1.0649056434631348,37
12242,Deep Context LSTM (No TL),1.3555876016616821,1.0444661378860474,37
12242,Deep Context LSTM (Always TL),1.3691866397857666,1.1098048686981201,37
12242,Site-Hard Expert Selector,1.3691866397857666,1.1098048686981201,37
12244,Random Forest,1.7370595034206129,1.404433424052735,37
12244,Deep Context LSTM (Always TL),1.7451308965682983,1.4331036806106567,37
12244,Site-Hard Expert Selector,1.7451308965682983,1.4331036806106567,37
12244,Context-Aware Selective Learning,1.7724664211273193,1.4472957849502563,37
12244,Deep Context LSTM (No TL),1.8359332084655762,1.4836841821670532,37
12248,Random Forest,0.7993316731466985,0.6302867973476715,32
12248,Context-Aware Selective Learning,0.9394562244415283,0.7354061603546143,32
12248,Deep Context LSTM (Always TL),0.9474356174468994,0.7495596408843994,32
12248,Site-Hard Expert Selector,0.9474356174468994,0.7495596408843994,32
12248,Deep Context LSTM (No TL),0.9516763687133789,0.7394907474517822,32
12250,Random Forest,0.860579525299652,0.6467063008179462,37
12250,Deep Context LSTM (No TL),0.9827967286109924,0.7474108338356018,37
12250,Context-Aware Selective Learning,1.0146090984344482,0.8091213703155518,37
12250,Deep Context LSTM (Always TL),1.0420680046081543,0.8483076095581055,37
12250,Site-Hard Expert Selector,1.0420680046081543,0.8483076095581055,37
12251,Random Forest,1.2978594218738118,0.8360819272730086,37
12251,Deep Context LSTM (Always TL),1.3319296836853027,0.8755063414573669,37
12251,Site-Hard Expert Selector,1.3319296836853027,0.8755063414573669,37
12251,Context-Aware Selective Learning,1.351412057876587,0.8906431198120117,37
12251,Deep Context LSTM (No TL),1.3885248899459839,0.9357685446739197,37
12256,Random Forest,0.7786008015027022,0.6028092347828742,37
12256,Deep Context LSTM (Always TL),0.8825235962867737,0.7232422232627869,37
12256,Site-Hard Expert Selector,0.8825235962867737,0.7232422232627869,37
12256,Context-Aware Selective Learning,0.8947953581809998,0.7355852127075195,37
12256,Deep Context LSTM (No TL),0.9450101852416992,0.7781148552894592,37
12258,Random Forest,1.1944360622839645,0.9512985482635438,37
12258,Deep Context LSTM (Always TL),1.2675416469573975,1.049422025680542,37
12258,Site-Hard Expert Selector,1.2675416469573975,1.049422025680542,37
12258,Context-Aware Selective Learning,1.272995114326477,1.0133708715438843,37
12258,Deep Context LSTM (No TL),1.289258599281311,1.0243667364120483,37
12270,Random Forest,0.798782723708961,0.6469632501156136,34
12270,Context-Aware Selective Learning,0.9908949732780457,0.7226712703704834,34
12270,Deep Context LSTM (No TL),0.9940809607505798,0.734897792339325,34
12270,Site-Hard Expert Selector,0.9940809607505798,0.734897792339325,34
12270,Deep Context LSTM (Always TL),1.0118464231491089,0.7593508958816528,34
12274,Random Forest,1.1360707880565883,0.8227274638671821,37
12274,Context-Aware Selective Learning,1.1441943645477295,0.8658900856971741,37
12274,Deep Context LSTM (Always TL),1.1490345001220703,0.8753665089607239,37
12274,Site-Hard Expert Selector,1.1490345001220703,0.8753665089607239,37
12274,Deep Context LSTM (No TL),1.164236068725586,0.9104618430137634,37
12275,Random Forest,0.8359223561108484,0.6785640301515738,37
12275,Deep Context LSTM (Always TL),0.9686918258666992,0.7517315745353699,37
12275,Site-Hard Expert Selector,0.9686918258666992,0.7517315745353699,37
12275,Context-Aware Selective Learning,0.9724999070167542,0.7725468873977661,37
12275,Deep Context LSTM (No TL),1.0121065378189087,0.8160120844841003,37
12279,Context-Aware Selective Learning,1.2138055562973022,0.9133409261703491,29
12279,Deep Context LSTM (Always TL),1.2205638885498047,0.9079713225364685,29
12279,Site-Hard Expert Selector,1.2205638885498047,0.9079713225364685,29
